Player,Overs,Runs,Wickets,ER,MatchID,Team,Match,Date,Teams
Mohit Sharma,3.0,0,34,0,1053,Lucknow Super Giants,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Noor Ahmad,4.0,0,22,0,1053,Lucknow Super Giants,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Darshan Nalkande,2.0,0,21,2,1053,Lucknow Super Giants,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Manimaran Siddharth,4.0,0,29,0,1053,Gujarat Titans,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Naveen-ul-Haq,4.0,0,37,1,1053,Gujarat Titans,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Mayank Yadav,1.0,0,13,0,1053,Gujarat Titans,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Yash Thakur,3.5,1,30,5,1053,Gujarat Titans,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Krunal Pandya,4.0,0,11,3,1053,Gujarat Titans,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Ravi Bishnoi,2.0,0,8,1,1053,Gujarat Titans,21,2024-04-07,Lucknow Super Giants v Gujarat Titans
Tushar Deshpande,4.0,0,33,3,1054,Chennai Super Kings,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
Mustafizur Rahman,4.0,0,22,2,1054,Chennai Super Kings,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
Shardul Thakur,3.0,0,27,0,1054,Chennai Super Kings,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
Maheesh Theekshana,4.0,0,28,1,1054,Chennai Super Kings,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
Ravindra Jadeja,4.0,0,18,3,1054,Chennai Super Kings,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
Rachin Ravindra,1.0,0,4,0,1054,Chennai Super Kings,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
Mitchell Starc,3.0,0,29,0,1054,Kolkata Knight Riders,22,2024-04-08,Chennai Super Kings v Kolkata Knight Riders
