ID,Match,Date,Teams,Ground,Result,Scorecard,Season,Winner,Margin,Day_of_Week,Month,Year,Team1,Team2
951,67,2022-05-19,Gujarat Titans v Royal Challengers Bengaluru,Mumbai,Royal Challengers Bengaluru won by 8 Wickets,MatchScorecard.asp?MatchCode=0951,2022.0,Royal Challengers Bengaluru,8 Wickets,Thursday,May,2022,Gujarat Titans,Royal Challengers Bengaluru
952,68,2022-05-20,Chennai Super Kings v Rajasthan Royals,Mumbai,Rajasthan Royals won by 5 Wickets,MatchScorecard.asp?MatchCode=0952,2022.0,Rajasthan Royals,5 Wickets,Friday,May,2022,Chennai Super Kings,Rajasthan Royals
953,69,2022-05-21,Delhi Capitals v Mumbai Indians,Mumbai,Mumbai Indians won by 5 Wickets,MatchScorecard.asp?MatchCode=0953,2022.0,Mumbai Indians,5 Wickets,Saturday,May,2022,Delhi Capitals,Mumbai Indians
954,70,2022-05-22,Punjab Kings v Sunrisers Hyderabad,Mumbai,Punjab Kings won by 5 Wickets,MatchScorecard.asp?MatchCode=0954,2022.0,Punjab Kings,5 Wickets,Sunday,May,2022,Punjab Kings,Sunrisers Hyderabad
955,1st Qualifying Final,2022-05-24,Gujarat Titans v Rajasthan Royals,Kolkata,Gujarat Titans won by 7 Wickets,MatchScorecard.asp?MatchCode=0955,2022.0,Gujarat Titans,7 Wickets,Tuesday,May,2022,Gujarat Titans,Rajasthan Royals
956,Elimination Final,2022-05-25,Lucknow Super Giants v Royal Challengers Bengaluru,Kolkata,Royal Challengers Bengaluru won by 14 Runs,MatchScorecard.asp?MatchCode=0956,2022.0,Royal Challengers Bengaluru,14 Runs,Wednesday,May,2022,Lucknow Super Giants,Royal Challengers Bengaluru
957,2nd Qualifying Final,2022-05-27,Royal Challengers Bengaluru v Rajasthan Royals,Ahmedabad,Rajasthan Royals won by 7 Wickets,MatchScorecard.asp?MatchCode=0957,2022.0,Rajasthan Royals,7 Wickets,Friday,May,2022,Royal Challengers Bengaluru,Rajasthan Royals
958,Final,2022-05-29,Gujarat Titans v Rajasthan Royals,Ahmedabad,Gujarat Titans won by 7 Wickets,MatchScorecard.asp?MatchCode=0958,2022.0,Gujarat Titans,7 Wickets,Sunday,May,2022,Gujarat Titans,Rajasthan Royals
959,1,2023-03-31,Gujarat Titans v Chennai Super Kings,Ahmedabad,Gujarat Titans won by 5 Wickets,MatchScorecard.asp?MatchCode=0959,2023.0,Gujarat Titans,5 Wickets,Friday,March,2023,Gujarat Titans,Chennai Super Kings
960,2,2023-04-01,Kolkata Knight Riders v Punjab Kings,"Mohali, Chandigarh",Punjab Kings won by 7 Runs [D/L],MatchScorecard.asp?MatchCode=0961,2023.0,Punjab Kings,7 Runs [D/L],Saturday,April,2023,Kolkata Knight Riders,Punjab Kings
961,3,2023-04-01,Lucknow Super Giants v Delhi Capitals,Lucknow,Lucknow Super Giants won by 50 Runs,MatchScorecard.asp?MatchCode=0962,2023.0,Lucknow Super Giants,50 Runs,Saturday,April,2023,Lucknow Super Giants,Delhi Capitals
962,4,2023-04-02,Rajasthan Royals v Sunrisers Hyderabad,Hyderabad,Rajasthan Royals won by 72 Runs,MatchScorecard.asp?MatchCode=0963,2023.0,Rajasthan Royals,72 Runs,Sunday,April,2023,Rajasthan Royals,Sunrisers Hyderabad
963,5,2023-04-02,Mumbai Indians v Royal Challengers Bengaluru,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 8 Wickets,MatchScorecard.asp?MatchCode=0964,2023.0,Royal Challengers Bengaluru,8 Wickets,Sunday,April,2023,Mumbai Indians,Royal Challengers Bengaluru
964,6,2023-04-03,Chennai Super Kings v Lucknow Super Giants,Chennai,Chennai Super Kings won by 12 Runs,MatchScorecard.asp?MatchCode=0965,2023.0,Chennai Super Kings,12 Runs,Monday,April,2023,Chennai Super Kings,Lucknow Super Giants
965,7,2023-04-04,Delhi Capitals v Gujarat Titans,Delhi,Gujarat Titans won by 6 Wickets,MatchScorecard.asp?MatchCode=0966,2023.0,Gujarat Titans,6 Wickets,Tuesday,April,2023,Delhi Capitals,Gujarat Titans
966,8,2023-04-05,Punjab Kings v Rajasthan Royals,Guwahati,Punjab Kings won by 5 Runs,MatchScorecard.asp?MatchCode=0967,2023.0,Punjab Kings,5 Runs,Wednesday,April,2023,Punjab Kings,Rajasthan Royals
967,9,2023-04-06,Kolkata Knight Riders v Royal Challengers Bengaluru,Kolkata,Kolkata Knight Riders won by 81 Runs,MatchScorecard.asp?MatchCode=0968,2023.0,Kolkata Knight Riders,81 Runs,Thursday,April,2023,Kolkata Knight Riders,Royal Challengers Bengaluru
968,10,2023-04-07,Lucknow Super Giants v Sunrisers Hyderabad,Lucknow,Lucknow Super Giants won by 5 Wickets,MatchScorecard.asp?MatchCode=0969,2023.0,Lucknow Super Giants,5 Wickets,Friday,April,2023,Lucknow Super Giants,Sunrisers Hyderabad
969,11,2023-04-08,Delhi Capitals v Rajasthan Royals,Guwahati,Rajasthan Royals won by 57 Runs,MatchScorecard.asp?MatchCode=0970,2023.0,Rajasthan Royals,57 Runs,Saturday,April,2023,Delhi Capitals,Rajasthan Royals
970,12,2023-04-08,Chennai Super Kings v Mumbai Indians,Mumbai,Chennai Super Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0971,2023.0,Chennai Super Kings,7 Wickets,Saturday,April,2023,Chennai Super Kings,Mumbai Indians
971,13,2023-04-09,Gujarat Titans v Kolkata Knight Riders,Ahmedabad,Kolkata Knight Riders won by 3 Wickets,MatchScorecard.asp?MatchCode=0972,2023.0,Kolkata Knight Riders,3 Wickets,Sunday,April,2023,Gujarat Titans,Kolkata Knight Riders
972,14,2023-04-09,Punjab Kings v Sunrisers Hyderabad,Hyderabad,Sunrisers Hyderabad won by 8 Wickets,MatchScorecard.asp?MatchCode=0973,2023.0,Sunrisers Hyderabad,8 Wickets,Sunday,April,2023,Punjab Kings,Sunrisers Hyderabad
973,15,2023-04-10,Lucknow Super Giants v Royal Challengers Bengaluru,"Bengaluru, Bangalore",Lucknow Super Giants won by 1 Wicket,MatchScorecard.asp?MatchCode=0974,2023.0,Lucknow Super Giants,1 Wicket,Monday,April,2023,Lucknow Super Giants,Royal Challengers Bengaluru
974,16,2023-04-11,Delhi Capitals v Mumbai Indians,Delhi,Mumbai Indians won by 6 Wickets,MatchScorecard.asp?MatchCode=0975,2023.0,Mumbai Indians,6 Wickets,Tuesday,April,2023,Delhi Capitals,Mumbai Indians
975,17,2023-04-12,Chennai Super Kings v Rajasthan Royals,Chennai,Rajasthan Royals won by 3 Runs,MatchScorecard.asp?MatchCode=0976,2023.0,Rajasthan Royals,3 Runs,Wednesday,April,2023,Chennai Super Kings,Rajasthan Royals
976,18,2023-04-13,Gujarat Titans v Punjab Kings,"Mohali, Chandigarh",Gujarat Titans won by 6 Wickets,MatchScorecard.asp?MatchCode=0977,2023.0,Gujarat Titans,6 Wickets,Thursday,April,2023,Gujarat Titans,Punjab Kings
977,19,2023-04-14,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Sunrisers Hyderabad won by 23 Runs,MatchScorecard.asp?MatchCode=0978,2023.0,Sunrisers Hyderabad,23 Runs,Friday,April,2023,Kolkata Knight Riders,Sunrisers Hyderabad
978,20,2023-04-15,Delhi Capitals v Royal Challengers Bengaluru,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 23 Runs,MatchScorecard.asp?MatchCode=0979,2023.0,Royal Challengers Bengaluru,23 Runs,Saturday,April,2023,Delhi Capitals,Royal Challengers Bengaluru
979,21,2023-04-15,Lucknow Super Giants v Punjab Kings,Lucknow,Punjab Kings won by 2 Wickets,MatchScorecard.asp?MatchCode=0980,2023.0,Punjab Kings,2 Wickets,Saturday,April,2023,Lucknow Super Giants,Punjab Kings
980,22,2023-04-16,Mumbai Indians v Kolkata Knight Riders,Mumbai,Mumbai Indians won by 5 Wickets,MatchScorecard.asp?MatchCode=0981,2023.0,Mumbai Indians,5 Wickets,Sunday,April,2023,Mumbai Indians,Kolkata Knight Riders
981,23,2023-04-16,Gujarat Titans v Rajasthan Royals,Ahmedabad,Rajasthan Royals won by 3 Wickets,MatchScorecard.asp?MatchCode=0982,2023.0,Rajasthan Royals,3 Wickets,Sunday,April,2023,Gujarat Titans,Rajasthan Royals
982,24,2023-04-17,Chennai Super Kings v Royal Challengers Bengaluru,"Bengaluru, Bangalore",Chennai Super Kings won by 8 Runs,MatchScorecard.asp?MatchCode=0983,2023.0,Chennai Super Kings,8 Runs,Monday,April,2023,Chennai Super Kings,Royal Challengers Bengaluru
983,25,2023-04-18,Sunrisers Hyderabad v Mumbai Indians,Hyderabad,Mumbai Indians won by 14 Runs,MatchScorecard.asp?MatchCode=0984,2023.0,Mumbai Indians,14 Runs,Tuesday,April,2023,Sunrisers Hyderabad,Mumbai Indians
984,26,2023-04-19,Lucknow Super Giants v Rajasthan Royals,Jaipur,Lucknow Super Giants won by 10 Runs,MatchScorecard.asp?MatchCode=0985,2023.0,Lucknow Super Giants,10 Runs,Wednesday,April,2023,Lucknow Super Giants,Rajasthan Royals
985,27,2023-04-20,Punjab Kings v Royal Challengers Bengaluru,"Mohali, Chandigarh",Royal Challengers Bengaluru won by 24 Runs,MatchScorecard.asp?MatchCode=0986,2023.0,Royal Challengers Bengaluru,24 Runs,Thursday,April,2023,Punjab Kings,Royal Challengers Bengaluru
986,28,2023-04-20,Delhi Capitals v Kolkata Knight Riders,Delhi,Delhi Capitals won by 4 Wickets,MatchScorecard.asp?MatchCode=0987,2023.0,Delhi Capitals,4 Wickets,Thursday,April,2023,Delhi Capitals,Kolkata Knight Riders
987,29,2023-04-21,Chennai Super Kings v Sunrisers Hyderabad,Chennai,Chennai Super Kings won by 7 Wickets,MatchScorecard.asp?MatchCode=0988,2023.0,Chennai Super Kings,7 Wickets,Friday,April,2023,Chennai Super Kings,Sunrisers Hyderabad
988,30,2023-04-22,Lucknow Super Giants v Gujarat Titans,Lucknow,Gujarat Titans won by 7 Runs,MatchScorecard.asp?MatchCode=0989,2023.0,Gujarat Titans,7 Runs,Saturday,April,2023,Lucknow Super Giants,Gujarat Titans
989,31,2023-04-22,Mumbai Indians v Punjab Kings,Mumbai,Punjab Kings won by 13 Runs,MatchScorecard.asp?MatchCode=0990,2023.0,Punjab Kings,13 Runs,Saturday,April,2023,Mumbai Indians,Punjab Kings
990,32,2023-04-23,Royal Challengers Bengaluru v Rajasthan Royals,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 7 Runs,MatchScorecard.asp?MatchCode=0991,2023.0,Royal Challengers Bengaluru,7 Runs,Sunday,April,2023,Royal Challengers Bengaluru,Rajasthan Royals
991,33,2023-04-23,Kolkata Knight Riders v Chennai Super Kings,Kolkata,Chennai Super Kings won by 49 Runs,MatchScorecard.asp?MatchCode=0992,2023.0,Chennai Super Kings,49 Runs,Sunday,April,2023,Kolkata Knight Riders,Chennai Super Kings
992,34,2023-04-24,Sunrisers Hyderabad v Delhi Capitals,Hyderabad,Delhi Capitals won by 7 Runs,MatchScorecard.asp?MatchCode=0993,2023.0,Delhi Capitals,7 Runs,Monday,April,2023,Sunrisers Hyderabad,Delhi Capitals
993,35,2023-04-25,Gujarat Titans v Mumbai Indians,Ahmedabad,Gujarat Titans won by 55 Runs,MatchScorecard.asp?MatchCode=0994,2023.0,Gujarat Titans,55 Runs,Tuesday,April,2023,Gujarat Titans,Mumbai Indians
994,36,2023-04-26,Royal Challengers Bengaluru v Kolkata Knight Riders,"Bengaluru, Bangalore",Kolkata Knight Riders won by 21 Runs,MatchScorecard.asp?MatchCode=0995,2023.0,Kolkata Knight Riders,21 Runs,Wednesday,April,2023,Royal Challengers Bengaluru,Kolkata Knight Riders
995,37,2023-04-27,Rajasthan Royals v Chennai Super Kings,Jaipur,Rajasthan Royals won by 32 Runs,MatchScorecard.asp?MatchCode=0996,2023.0,Rajasthan Royals,32 Runs,Thursday,April,2023,Rajasthan Royals,Chennai Super Kings
996,38,2023-04-28,Punjab Kings v Lucknow Super Giants,"Mohali, Chandigarh",Lucknow Super Giants won by 56 Runs,MatchScorecard.asp?MatchCode=0997,2023.0,Lucknow Super Giants,56 Runs,Friday,April,2023,Punjab Kings,Lucknow Super Giants
997,39,2023-04-29,Kolkata Knight Riders v Gujarat Titans,Kolkata,Gujarat Titans won by 7 Wickets,MatchScorecard.asp?MatchCode=0998,2023.0,Gujarat Titans,7 Wickets,Saturday,April,2023,Kolkata Knight Riders,Gujarat Titans
998,40,2023-04-29,Delhi Capitals v Sunrisers Hyderabad,Delhi,Sunrisers Hyderabad won by 9 Runs,MatchScorecard.asp?MatchCode=0999,2023.0,Sunrisers Hyderabad,9 Runs,Saturday,April,2023,Delhi Capitals,Sunrisers Hyderabad
999,41,2023-04-30,Chennai Super Kings v Punjab Kings,Chennai,Punjab Kings won by 4 Wickets,MatchScorecard.asp?MatchCode=1000,2023.0,Punjab Kings,4 Wickets,Sunday,April,2023,Chennai Super Kings,Punjab Kings
1000,42,2023-04-30,Mumbai Indians v Rajasthan Royals,Mumbai,Mumbai Indians won by 6 Wickets,MatchScorecard.asp?MatchCode=1001,2023.0,Mumbai Indians,6 Wickets,Sunday,April,2023,Mumbai Indians,Rajasthan Royals
1001,43,2023-05-01,Lucknow Super Giants v Royal Challengers Bengaluru,Lucknow,Royal Challengers Bengaluru won by 18 Runs,MatchScorecard.asp?MatchCode=1002,2023.0,Royal Challengers Bengaluru,18 Runs,Monday,May,2023,Lucknow Super Giants,Royal Challengers Bengaluru
1002,44,2023-05-02,Gujarat Titans v Delhi Capitals,Ahmedabad,Delhi Capitals won by 5 Runs,MatchScorecard.asp?MatchCode=1003,2023.0,Delhi Capitals,5 Runs,Tuesday,May,2023,Gujarat Titans,Delhi Capitals
1003,45,2023-05-03,Lucknow Super Giants v Chennai Super Kings,Lucknow,No result,MatchScorecard.asp?MatchCode=1004,2023.0,Unknown,Unknown,Wednesday,May,2023,Lucknow Super Giants,Chennai Super Kings
1004,46,2023-05-03,Punjab Kings v Mumbai Indians,"Mohali, Chandigarh",Mumbai Indians won by 6 Wickets,MatchScorecard.asp?MatchCode=1005,2023.0,Mumbai Indians,6 Wickets,Wednesday,May,2023,Punjab Kings,Mumbai Indians
1005,47,2023-05-04,Sunrisers Hyderabad v Kolkata Knight Riders,Hyderabad,Kolkata Knight Riders won by 5 Runs,MatchScorecard.asp?MatchCode=1006,2023.0,Kolkata Knight Riders,5 Runs,Thursday,May,2023,Sunrisers Hyderabad,Kolkata Knight Riders
1006,48,2023-05-05,Rajasthan Royals v Gujarat Titans,Jaipur,Gujarat Titans won by 9 Wickets,MatchScorecard.asp?MatchCode=1007,2023.0,Gujarat Titans,9 Wickets,Friday,May,2023,Rajasthan Royals,Gujarat Titans
1007,49,2023-05-06,Chennai Super Kings v Mumbai Indians,Chennai,Chennai Super Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=1008,2023.0,Chennai Super Kings,6 Wickets,Saturday,May,2023,Chennai Super Kings,Mumbai Indians
1008,50,2023-05-06,Delhi Capitals v Royal Challengers Bengaluru,Delhi,Delhi Capitals won by 7 Wickets,MatchScorecard.asp?MatchCode=1009,2023.0,Delhi Capitals,7 Wickets,Saturday,May,2023,Delhi Capitals,Royal Challengers Bengaluru
1009,51,2023-05-07,Gujarat Titans v Lucknow Super Giants,Ahmedabad,Gujarat Titans won by 56 Runs,MatchScorecard.asp?MatchCode=1010,2023.0,Gujarat Titans,56 Runs,Sunday,May,2023,Gujarat Titans,Lucknow Super Giants
1010,52,2023-05-07,Rajasthan Royals v Sunrisers Hyderabad,Jaipur,Sunrisers Hyderabad won by 4 Wickets,MatchScorecard.asp?MatchCode=1011,2023.0,Sunrisers Hyderabad,4 Wickets,Sunday,May,2023,Rajasthan Royals,Sunrisers Hyderabad
1011,53,2023-05-08,Kolkata Knight Riders v Punjab Kings,Kolkata,Kolkata Knight Riders won by 5 Wickets,MatchScorecard.asp?MatchCode=1012,2023.0,Kolkata Knight Riders,5 Wickets,Monday,May,2023,Kolkata Knight Riders,Punjab Kings
1012,54,2023-05-09,Mumbai Indians v Royal Challengers Bengaluru,Mumbai,Mumbai Indians won by 6 Wickets,MatchScorecard.asp?MatchCode=1013,2023.0,Mumbai Indians,6 Wickets,Tuesday,May,2023,Mumbai Indians,Royal Challengers Bengaluru
1013,55,2023-05-10,Chennai Super Kings v Delhi Capitals,Chennai,Chennai Super Kings won by 27 Runs,MatchScorecard.asp?MatchCode=1014,2023.0,Chennai Super Kings,27 Runs,Wednesday,May,2023,Chennai Super Kings,Delhi Capitals
1014,56,2023-05-11,Kolkata Knight Riders v Rajasthan Royals,Kolkata,Rajasthan Royals won by 9 Wickets,MatchScorecard.asp?MatchCode=1015,2023.0,Rajasthan Royals,9 Wickets,Thursday,May,2023,Kolkata Knight Riders,Rajasthan Royals
1015,57,2023-05-12,Mumbai Indians v Gujarat Titans,Mumbai,Mumbai Indians won by 27 Runs,MatchScorecard.asp?MatchCode=1016,2023.0,Mumbai Indians,27 Runs,Friday,May,2023,Mumbai Indians,Gujarat Titans
1016,58,2023-05-13,Sunrisers Hyderabad v Lucknow Super Giants,Hyderabad,Lucknow Super Giants won by 7 Wickets,MatchScorecard.asp?MatchCode=1017,2023.0,Lucknow Super Giants,7 Wickets,Saturday,May,2023,Sunrisers Hyderabad,Lucknow Super Giants
1017,59,2023-05-13,Delhi Capitals v Punjab Kings,Delhi,Punjab Kings won by 31 Runs,MatchScorecard.asp?MatchCode=1018,2023.0,Punjab Kings,31 Runs,Saturday,May,2023,Delhi Capitals,Punjab Kings
1018,60,2023-05-14,Rajasthan Royals v Royal Challengers Bengaluru,Jaipur,Royal Challengers Bengaluru won by 112 Runs,MatchScorecard.asp?MatchCode=1019,2023.0,Royal Challengers Bengaluru,112 Runs,Sunday,May,2023,Rajasthan Royals,Royal Challengers Bengaluru
1019,61,2023-05-14,Chennai Super Kings v Kolkata Knight Riders,Chennai,Kolkata Knight Riders won by 6 Wickets,MatchScorecard.asp?MatchCode=1020,2023.0,Kolkata Knight Riders,6 Wickets,Sunday,May,2023,Chennai Super Kings,Kolkata Knight Riders
1020,62,2023-05-15,Gujarat Titans v Sunrisers Hyderabad,Ahmedabad,Gujarat Titans won by 34 Runs,MatchScorecard.asp?MatchCode=1021,2023.0,Gujarat Titans,34 Runs,Monday,May,2023,Gujarat Titans,Sunrisers Hyderabad
1021,63,2023-05-16,Lucknow Super Giants v Mumbai Indians,Lucknow,Lucknow Super Giants won by 5 Runs,MatchScorecard.asp?MatchCode=1022,2023.0,Lucknow Super Giants,5 Runs,Tuesday,May,2023,Lucknow Super Giants,Mumbai Indians
1022,64,2023-05-17,Delhi Capitals v Punjab Kings,Dharamsala,Delhi Capitals won by 15 Runs,MatchScorecard.asp?MatchCode=1023,2023.0,Delhi Capitals,15 Runs,Wednesday,May,2023,Delhi Capitals,Punjab Kings
1023,65,2023-05-18,Sunrisers Hyderabad v Royal Challengers Bengaluru,Hyderabad,Royal Challengers Bengaluru won by 8 Wickets,MatchScorecard.asp?MatchCode=1024,2023.0,Royal Challengers Bengaluru,8 Wickets,Thursday,May,2023,Sunrisers Hyderabad,Royal Challengers Bengaluru
1024,66,2023-05-19,Punjab Kings v Rajasthan Royals,Dharamsala,Rajasthan Royals won by 4 Wickets,MatchScorecard.asp?MatchCode=1025,2023.0,Rajasthan Royals,4 Wickets,Friday,May,2023,Punjab Kings,Rajasthan Royals
1025,67,2023-05-20,Delhi Capitals v Chennai Super Kings,Delhi,Chennai Super Kings won by 77 Runs,MatchScorecard.asp?MatchCode=1026,2023.0,Chennai Super Kings,77 Runs,Saturday,May,2023,Delhi Capitals,Chennai Super Kings
1026,68,2023-05-20,Kolkata Knight Riders v Lucknow Super Giants,Kolkata,Lucknow Super Giants won by 1 Run,MatchScorecard.asp?MatchCode=1027,2023.0,Lucknow Super Giants,1 Run,Saturday,May,2023,Kolkata Knight Riders,Lucknow Super Giants
1027,69,2023-05-21,Mumbai Indians v Sunrisers Hyderabad,Mumbai,Mumbai Indians won by 8 Wickets,MatchScorecard.asp?MatchCode=1028,2023.0,Mumbai Indians,8 Wickets,Sunday,May,2023,Mumbai Indians,Sunrisers Hyderabad
1028,70,2023-05-21,Royal Challengers Bengaluru v Gujarat Titans,"Bengaluru, Bangalore",Gujarat Titans won by 6 Wickets,MatchScorecard.asp?MatchCode=1029,2023.0,Gujarat Titans,6 Wickets,Sunday,May,2023,Royal Challengers Bengaluru,Gujarat Titans
1029,1st Qualifying Final,2023-05-23,Chennai Super Kings v Gujarat Titans,Chennai,Chennai Super Kings won by 15 Runs,MatchScorecard.asp?MatchCode=1030,2023.0,Chennai Super Kings,15 Runs,Tuesday,May,2023,Chennai Super Kings,Gujarat Titans
1030,Elimination Final,2023-05-24,Lucknow Super Giants v Mumbai Indians,Chennai,Mumbai Indians won by 81 Runs,MatchScorecard.asp?MatchCode=1031,2023.0,Mumbai Indians,81 Runs,Wednesday,May,2023,Lucknow Super Giants,Mumbai Indians
1031,2nd Qualifying Final,2023-05-26,Gujarat Titans v Mumbai Indians,Ahmedabad,Gujarat Titans won by 62 Runs,MatchScorecard.asp?MatchCode=1032,2023.0,Gujarat Titans,62 Runs,Friday,May,2023,Gujarat Titans,Mumbai Indians
1032,Final,2023-05-29,Gujarat Titans v Chennai Super Kings,Ahmedabad,Chennai Super Kings won by 5 Wickets [D/L],MatchScorecard.asp?MatchCode=1033,2023.0,Chennai Super Kings,5 Wickets [D/L],Monday,May,2023,Gujarat Titans,Chennai Super Kings
1033,1,2024-03-22,Chennai Super Kings v Royal Challengers Bengaluru,Chennai,Chennai Super Kings won by 6 Wickets,MatchScorecard.asp?MatchCode=1034,2008.0,Chennai Super Kings,6 Wickets,Friday,March,2024,Chennai Super Kings,Royal Challengers Bengaluru
1034,2,2024-03-23,Delhi Capitals v Punjab Kings,Mullanpur,Punjab Kings won by 4 Wickets,MatchScorecard.asp?MatchCode=1035,2008.0,Punjab Kings,4 Wickets,Saturday,March,2024,Delhi Capitals,Punjab Kings
1035,3,2024-03-23,Kolkata Knight Riders v Sunrisers Hyderabad,Kolkata,Kolkata Knight Riders won by 4 Runs,MatchScorecard.asp?MatchCode=1036,2008.0,Kolkata Knight Riders,4 Runs,Saturday,March,2024,Kolkata Knight Riders,Sunrisers Hyderabad
1036,4,2024-03-24,Lucknow Super Giants v Rajasthan Royals,Jaipur,Rajasthan Royals won by 20 Runs,MatchScorecard.asp?MatchCode=1037,2008.0,Rajasthan Royals,20 Runs,Sunday,March,2024,Lucknow Super Giants,Rajasthan Royals
1037,5,2024-03-24,Gujarat Titans v Mumbai Indians,Ahmedabad,Gujarat Titans won by 6 Runs,MatchScorecard.asp?MatchCode=1038,2008.0,Gujarat Titans,6 Runs,Sunday,March,2024,Gujarat Titans,Mumbai Indians
1038,6,2024-03-25,Royal Challengers Bengaluru v Punjab Kings,"Bengaluru, Bangalore",Royal Challengers Bengaluru won by 4 Wickets,MatchScorecard.asp?MatchCode=1039,2008.0,Royal Challengers Bengaluru,4 Wickets,Monday,March,2024,Royal Challengers Bengaluru,Punjab Kings
1039,7,2024-03-26,Chennai Super Kings v Gujarat Titans,Chennai,Chennai Super Kings won by 63 Runs,MatchScorecard.asp?MatchCode=1040,2008.0,Chennai Super Kings,63 Runs,Tuesday,March,2024,Chennai Super Kings,Gujarat Titans
1040,8,2024-03-27,Sunrisers Hyderabad v Mumbai Indians,Hyderabad,Sunrisers Hyderabad won by 31 Runs,MatchScorecard.asp?MatchCode=1041,2008.0,Sunrisers Hyderabad,31 Runs,Wednesday,March,2024,Sunrisers Hyderabad,Mumbai Indians
1041,9,2024-03-28,Rajasthan Royals v Delhi Capitals,Jaipur,Rajasthan Royals won by 12 Runs,MatchScorecard.asp?MatchCode=1042,2008.0,Rajasthan Royals,12 Runs,Thursday,March,2024,Rajasthan Royals,Delhi Capitals
1042,10,2024-03-29,Royal Challengers Bengaluru v Kolkata Knight Riders,"Bengaluru, Bangalore",Kolkata Knight Riders won by 7 Wickets,MatchScorecard.asp?MatchCode=1043,2008.0,Kolkata Knight Riders,7 Wickets,Friday,March,2024,Royal Challengers Bengaluru,Kolkata Knight Riders
1043,11,2024-03-30,Lucknow Super Giants v Punjab Kings,Lucknow,Lucknow Super Giants won by 21 Runs,MatchScorecard.asp?MatchCode=1044,2008.0,Lucknow Super Giants,21 Runs,Saturday,March,2024,Lucknow Super Giants,Punjab Kings
